0.0000, 0.0
0.0275, 0.0
0.0551, 0.0
0.0826, 0.0
0.1101, 0.0
0.1376, 0.0
0.1652, 0.0
0.1927, 0.0
0.2202, 0.0
0.2477, 0.0
0.2753, 0.0
0.3028, 0.0
0.3303, 0.0
0.3578, 0.0
0.3854, 0.0
0.4129, 0.0
0.4404, 0.0
0.4679, 0.0
0.4955, 0.0
0.5230, 0.0
0.5505, 0.0
0.5781, 0.0
0.6056, 0.0
0.6331, 0.0
0.6606, 0.0
0.6882, 0.0
0.7157, 0.0
0.7432, 0.0
0.7707, 0.0
0.7983, 0.0
0.8258, 0.0
0.8533, 0.0
0.8808, 0.0
0.9084, 0.0
0.9359, 0.0
0.9634, 0.0
0.9909, 0.0
1.0185, 0.0198289644107427
1.0460, 0.8645485924957478
1.0735, 5.5781714665515
1.1011, 10.288109476952014
1.1286, 7.549858715793758
1.1561, 2.670755571812213
1.1836, 0.5109683146542348
1.2112, 0.050047914871631086
1.2387, 0.0024741149414756708
1.2662, 5.6184250414044836e-05
1.2937, 0.0
1.3213, 0.0
1.3488, 0.0
1.3763, 0.0
1.4038, 2.2104237806471242e-05
1.4314, 0.0012643258122823338
1.4589, 0.01887218622098981
1.4864, 0.15311626903437262
1.5139, 0.6895531470506671
1.5415, 1.4943807243788918
1.5690, 1.2232404860166985
1.5965, 0.0
1.6241, 0.0
1.6516, 0.0
1.6791, 0.0
1.7066, 0.0
1.7342, 0.0
1.7617, 2.8351237625898793e-05
1.7892, 0.0005518233995834066
1.8167, 0.019679733267468996
1.8443, 0.244490065992043
1.8718, 1.4422684825553282
1.8993, 3.595468359621759
1.9268, 3.2148409194187444
1.9544, 0.824680701351295
1.9819, 0.04742835410985158
2.0094, 0.0007551298516092653
2.0369, 1.0871968541637848e-05
2.0645, 0.0
2.0920, 7.070313259742652e-05
2.1195, 0.0052365053576429845
2.1471, 0.08514707347587289
2.1746, 0.5028229990126514
2.2021, 0.9460012711253379
2.2296, 0.23823967400223633
2.2572, 0.0
2.2847, 0.0
2.3122, 0.0
2.3397, 0.0
2.3673, 0.0
2.3948, 0.0
2.4223, 0.0
2.4498, 0.0
2.4774, 0.0
2.5049, 0.0
2.5324, 0.0
2.5599, 0.0
2.5875, 5.9749933224011563e-05
2.6150, 0.001725255427133699
2.6425, 0.02242694668284555
2.6701, 0.1173424057569169
2.6976, 0.2015796147259297
2.7251, 0.052463721753554855
